courseid, course_name, platformid, duration, creation_date, tags, photo, active, recbegindate, recenddate
524,DTDs,617,93,2018-12-01,justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,[],y,2018-12-01,9999-12-31
525,Yacht Deliveries,899,45,2020-08-04,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,[],y,2020-08-04,9999-12-31
526,AAC,77,26,2020-10-21,NaN,"[{}, {}, {}, {}]",y,2020-10-21,9999-12-31
527,Visual Identity,705,53,2019-03-28,NaN,[],y,2019-03-28,9999-12-31
528,WDF,249,128,2018-10-31,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,"[{}, {}]",y,2018-10-31,9999-12-31
529,NCMR,793,131,2020-07-08,NaN,[],y,2020-07-08,9999-12-31
530,Aerobics,125,125,2019-03-07,morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,[],y,2019-03-07,9999-12-31
531,Welding,474,225,2020-02-04,NaN,"[{}, {}]",y,2020-02-04,9999-12-31
532,VPP,770,169,2019-07-08,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,"[{}, {}]",y,2019-07-08,9999-12-31
533,ELISA,434,67,2021-07-31,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,"[{}, {}, {}]",y,2021-07-31,9999-12-31
534,PeopleSoft,478,74,2020-02-13,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,"[{}, {}, {}, {}]",y,2020-02-13,9999-12-31
535,On-Set VFX Supervision,66,64,2018-04-11,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,[],y,2018-04-11,9999-12-31
536,IETF,381,219,2019-08-04,tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,"[{}, {}, {}, {}, {}]",y,2019-08-04,9999-12-31
537,GNU/Linux,440,197,2021-06-11,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam,"[{}, {}, {}, {}]",y,2021-06-11,9999-12-31
538,Animation,39,93,2022-05-22,tellus nulla ut erat id mauris vulputate elementum nullam varius,"[{}, {}, {}]",y,2022-05-22,9999-12-31
539,Embedded Systems,10,59,2018-10-13,diam in magna bibendum imperdiet nullam orci pede venenatis non,"[{}, {}]",y,2018-10-13,9999-12-31
540,Flooring,37,194,2021-03-24,pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,[],y,2021-03-24,9999-12-31
541,Igneous Petrology,51,83,2021-11-23,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,"[{}, {}, {}, {}, {}]",y,2021-11-23,9999-12-31
542,Blackberry Enterprise Server,313,51,2020-01-15,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,"[{}, {}, {}]",y,2020-01-15,9999-12-31
543,CME,749,126,2019-09-16,NaN,"[{}, {}, {}, {}, {}]",y,2019-09-16,9999-12-31
544,VMware Workstation,356,43,2020-10-29,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,"[{}, {}, {}, {}]",y,2020-10-29,9999-12-31
545,NaN,688,32,2021-09-02,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,[],y,2021-09-02,9999-12-31
546,Zen,511,89,2021-09-06,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,[{}],y,2021-09-06,9999-12-31
547,Silverlight,123,56,2018-12-01,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,[{}],y,2018-12-01,9999-12-31
548,Otoplasty,251,239,2022-02-17,ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,"[{}, {}, {}]",y,2022-02-17,9999-12-31
549,Visual Merchandising,642,213,2020-10-04,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi,[],y,2020-10-04,9999-12-31
550,PVS,100,240,2019-07-27,NaN,"[{}, {}, {}, {}]",y,2019-07-27,9999-12-31
551,Long-term Customer Relationships,551,218,2018-08-20,NaN,"[{}, {}]",y,2018-08-20,9999-12-31
552,Keyboards,878,115,2020-05-05,quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,"[{}, {}, {}]",y,2020-05-05,9999-12-31
553,Immunology,657,110,2019-08-08,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,[{}],y,2019-08-08,9999-12-31
554,Globalization,80,50,2018-10-30,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,[],y,2018-10-30,9999-12-31
555,Improvisation,809,146,2020-10-10,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,"[{}, {}]",y,2020-10-10,9999-12-31
556,Keil,752,60,2019-10-15,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,[{}],y,2019-10-15,9999-12-31
557,Pymol,921,157,2020-01-26,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,"[{}, {}, {}, {}]",y,2020-01-26,9999-12-31
558,RTSP,153,176,2020-12-15,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,"[{}, {}, {}, {}, {}]",y,2020-12-15,9999-12-31
559,Uzbek,646,155,2022-04-24,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,"[{}, {}, {}, {}, {}]",y,2022-04-24,9999-12-31
560,Project Planning,101,136,2021-07-11,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,[],y,2021-07-11,9999-12-31
561,CPLEX,50,104,2020-11-30,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,"[{}, {}, {}, {}, {}]",y,2020-11-30,9999-12-31
562,HQL,725,181,2020-08-13,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,"[{}, {}, {}, {}]",y,2020-08-13,9999-12-31
703,Rugs,985,204,2019-10-06,NaN,[],y,2019-10-06,9999-12-31
563,Turkish,852,211,2022-08-12,justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor,"[{}, {}, {}, {}]",y,2022-08-12,9999-12-31
564,CCENT,236,194,2021-01-24,risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,[],y,2021-01-24,9999-12-31
565,NaN,148,147,2018-06-17,porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,[],y,2018-06-17,9999-12-31
566,XCOM,517,40,2021-07-29,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,"[{}, {}, {}, {}, {}]",y,2021-07-29,9999-12-31
567,Ebooks,735,57,2020-08-26,vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis,[],y,2020-08-26,9999-12-31
568,New Urbanism,334,38,2019-09-23,NaN,"[{}, {}, {}, {}, {}]",y,2019-09-23,9999-12-31
569,Payments,641,46,2019-04-10,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,[],y,2019-04-10,9999-12-31
570,Typography,100,205,2022-07-02,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,"[{}, {}, {}, {}]",y,2022-07-02,9999-12-31
571,Appointment Scheduling,816,37,2021-01-14,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,"[{}, {}, {}, {}]",y,2021-01-14,9999-12-31
572,PV Design,895,190,2019-06-17,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,"[{}, {}, {}, {}, {}]",y,2019-06-17,9999-12-31
573,JDA,446,95,2019-10-25,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,[],y,2019-10-25,9999-12-31
574,NSIS,932,62,2021-10-24,pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,[{}],y,2021-10-24,9999-12-31
575,CQA,357,150,2021-01-29,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,"[{}, {}, {}, {}]",y,2021-01-29,9999-12-31
576,CMC Regulatory Affairs,199,127,2018-07-26,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,[],y,2018-07-26,9999-12-31
577,UB04,984,24,2022-03-31,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,[],y,2022-03-31,9999-12-31
578,SQL Azure,112,81,2019-12-14,semper rutrum nulla nunc purus phasellus in felis donec semper sapien,"[{}, {}]",y,2019-12-14,9999-12-31
579,BST,280,51,2022-08-20,eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,"[{}, {}, {}]",y,2022-08-20,9999-12-31
580,BFSI,930,83,2019-03-22,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,"[{}, {}, {}, {}, {}]",y,2019-03-22,9999-12-31
581,Hg,354,84,2022-01-30,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,[],y,2022-01-30,9999-12-31
582,DMR,614,183,2020-08-18,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et,[{}],y,2020-08-18,9999-12-31
583,DBT,152,64,2021-07-23,et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc,"[{}, {}, {}, {}, {}]",y,2021-07-23,9999-12-31
584,Rhapsody,625,128,2021-12-16,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,[{}],y,2021-12-16,9999-12-31
585,Yachting,16,117,2018-08-26,massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,[],y,2018-08-26,9999-12-31
586,Investments,112,165,2018-04-08,in leo maecenas pulvinar lobortis est phasellus sit amet erat,[],y,2018-04-08,9999-12-31
587,NaN,638,104,2021-12-04,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec,"[{}, {}, {}]",y,2021-12-04,9999-12-31
588,Non-linear Editing,171,79,2020-11-09,NaN,[{}],y,2020-11-09,9999-12-31
589,Portuguese,411,98,2021-02-13,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,"[{}, {}]",y,2021-02-13,9999-12-31
590,Employee Handbooks,509,130,2021-09-26,NaN,"[{}, {}]",y,2021-09-26,9999-12-31
591,DHCP,431,153,2019-11-27,NaN,[],y,2019-11-27,9999-12-31
592,GWT,425,104,2019-03-26,NaN,[],y,2019-03-26,9999-12-31
593,SAP PS,398,176,2019-04-18,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,[],y,2019-04-18,9999-12-31
594,JSR 168,137,37,2020-07-24,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,"[{}, {}, {}, {}, {}]",y,2020-07-24,9999-12-31
595,Whole Life,128,72,2018-06-22,lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,"[{}, {}, {}, {}, {}]",y,2018-06-22,9999-12-31
596,Air Compressors,367,209,2018-03-13,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,[{}],y,2018-03-13,9999-12-31
597,Guided Tours,407,164,2018-10-11,NaN,"[{}, {}, {}]",y,2018-10-11,9999-12-31
598,PVC,684,177,2022-06-02,semper est quam pharetra magna ac consequat metus sapien ut nunc,[],y,2022-06-02,9999-12-31
599,European Computer Driving Licence,785,168,2019-11-28,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,"[{}, {}, {}, {}, {}]",y,2019-11-28,9999-12-31
600,Observational Astronomy,55,222,2022-06-26,non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,"[{}, {}, {}, {}, {}]",y,2022-06-26,9999-12-31
601,PyQt,258,196,2019-04-01,non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,[{}],y,2019-04-01,9999-12-31
602,MLOAD,860,79,2020-09-12,in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,[{}],y,2020-09-12,9999-12-31
603,NDS,139,83,2018-03-29,NaN,"[{}, {}]",y,2018-03-29,9999-12-31
604,NaN,47,237,2018-01-30,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus,"[{}, {}, {}]",y,2018-01-30,9999-12-31
605,Product Management,206,132,2021-10-31,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,"[{}, {}, {}, {}]",y,2021-10-31,9999-12-31
606,Technical Support,676,184,2022-03-01,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum,"[{}, {}, {}]",y,2022-03-01,9999-12-31
607,FM Radio,993,132,2021-09-24,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,[{}],y,2021-09-24,9999-12-31
608,Lotus Domino,450,232,2021-03-18,dui vel nisl duis ac nibh fusce lacus purus aliquet,"[{}, {}]",y,2021-03-18,9999-12-31
609,NaN,620,92,2020-01-18,NaN,"[{}, {}, {}, {}, {}]",y,2020-01-18,9999-12-31
610,Product Development,572,113,2019-09-09,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate,"[{}, {}, {}, {}]",y,2019-09-09,9999-12-31
611,Furnishings,373,87,2018-03-26,NaN,"[{}, {}, {}]",y,2018-03-26,9999-12-31
612,JSON-RPC,841,89,2020-04-03,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,"[{}, {}, {}]",y,2020-04-03,9999-12-31
613,Patient Safety,824,102,2018-02-02,phasellus sit amet erat nulla tempus vivamus in felis eu sapien,"[{}, {}, {}, {}]",y,2018-02-02,9999-12-31
614,Nuke,834,215,2021-05-18,NaN,"[{}, {}, {}, {}]",y,2021-05-18,9999-12-31
615,Dutch,346,72,2018-04-10,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,"[{}, {}, {}]",y,2018-04-10,9999-12-31
616,Eyeon Fusion,92,64,2018-06-10,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,"[{}, {}, {}, {}]",y,2018-06-10,9999-12-31
617,Fine Dining,581,58,2018-12-03,nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,[],y,2018-12-03,9999-12-31
618,Pharmaceutics,232,195,2018-02-28,NaN,[],y,2018-02-28,9999-12-31
619,Mentoring,272,24,2018-09-28,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod,[],y,2018-09-28,9999-12-31
620,RLU,382,127,2018-09-21,non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,[],y,2018-09-21,9999-12-31
621,Account Reconciliation,846,122,2021-11-02,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,"[{}, {}, {}, {}]",y,2021-11-02,9999-12-31
622,GPG,948,58,2019-12-08,NaN,[{}],y,2019-12-08,9999-12-31
623,Teeth Whitening,774,146,2018-06-14,NaN,"[{}, {}]",y,2018-06-14,9999-12-31
624,PMO Development,959,226,2022-03-06,curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,"[{}, {}, {}]",y,2022-03-06,9999-12-31
625,Enterprise Architecture,462,129,2021-07-25,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,"[{}, {}, {}, {}]",y,2021-07-25,9999-12-31
626,NaN,161,80,2019-03-31,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,"[{}, {}, {}, {}]",y,2019-03-31,9999-12-31
627,Sun Certified Java Programmer,766,86,2021-07-29,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,[],y,2021-07-29,9999-12-31
628,Sales Management,990,121,2021-05-15,NaN,[{}],y,2021-05-15,9999-12-31
629,DTH,975,89,2020-02-10,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,"[{}, {}, {}, {}]",y,2020-02-10,9999-12-31
630,VCAT,234,219,2021-11-19,NaN,"[{}, {}, {}, {}]",y,2021-11-19,9999-12-31
631,Outerwear,277,106,2018-09-12,etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,"[{}, {}, {}, {}, {}]",y,2018-09-12,9999-12-31
632,IOT,479,191,2018-09-01,dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque,"[{}, {}, {}, {}, {}]",y,2018-09-01,9999-12-31
633,NaN,285,74,2019-04-12,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,"[{}, {}, {}, {}]",y,2019-04-12,9999-12-31
634,Microsoft Dynamics ERP,368,108,2022-06-10,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,[],y,2022-06-10,9999-12-31
635,HMI Design,103,115,2021-10-15,NaN,"[{}, {}, {}]",y,2021-10-15,9999-12-31
636,Testing Types,796,134,2022-04-04,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida,"[{}, {}, {}, {}]",y,2022-04-04,9999-12-31
637,Pitching Ideas,496,109,2021-06-07,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,"[{}, {}, {}, {}, {}]",y,2021-06-07,9999-12-31
638,Award Winner,971,234,2022-02-08,NaN,"[{}, {}, {}, {}]",y,2022-02-08,9999-12-31
639,CTL,35,206,2022-02-08,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,[{}],y,2022-02-08,9999-12-31
640,BMV,68,131,2019-05-25,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,"[{}, {}, {}, {}, {}]",y,2019-05-25,9999-12-31
641,IHE,339,232,2021-08-18,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,"[{}, {}, {}]",y,2021-08-18,9999-12-31
642,OSHA 30-Hour,526,183,2021-09-17,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper,"[{}, {}, {}, {}]",y,2021-09-17,9999-12-31
643,Nielsen,596,38,2019-11-28,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,[],y,2019-11-28,9999-12-31
644,PPE,828,177,2022-05-20,quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,"[{}, {}]",y,2022-05-20,9999-12-31
645,BDD,1000,113,2018-05-25,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,[{}],y,2018-05-25,9999-12-31
646,JMS,604,115,2020-11-24,NaN,[{}],y,2020-11-24,9999-12-31
647,Reverse Osmosis,818,193,2019-10-03,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,[],y,2019-10-03,9999-12-31
648,Network Administration,699,105,2019-09-20,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,"[{}, {}]",y,2019-09-20,9999-12-31
649,LBO,622,149,2018-01-21,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,[],y,2018-01-21,9999-12-31
650,NaN,715,89,2020-02-11,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,"[{}, {}, {}, {}]",y,2020-02-11,9999-12-31
651,HMC,415,48,2022-01-26,praesent blandit nam nulla integer pede justo lacinia eget tincidunt,"[{}, {}, {}, {}]",y,2022-01-26,9999-12-31
652,BMC Patrol,44,201,2022-08-17,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,"[{}, {}, {}]",y,2022-08-17,9999-12-31
653,Funding,392,32,2021-08-15,NaN,"[{}, {}, {}, {}]",y,2021-08-15,9999-12-31
654,FP7,730,186,2019-07-03,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum,"[{}, {}]",y,2019-07-03,9999-12-31
655,NFL,785,226,2021-05-31,ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,"[{}, {}, {}, {}, {}]",y,2021-05-31,9999-12-31
704,CTFL,545,65,2018-04-04,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,[],y,2018-04-04,9999-12-31
656,OEM negotiations,995,223,2020-01-09,blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,[{}],y,2020-01-09,9999-12-31
657,Mac OS,851,68,2020-05-30,et magnis dis parturient montes nascetur ridiculus mus etiam vel,"[{}, {}, {}, {}, {}]",y,2020-05-30,9999-12-31
658,SLES,419,216,2020-10-26,NaN,"[{}, {}, {}, {}, {}]",y,2020-10-26,9999-12-31
659,Turkish,363,183,2020-05-11,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis,"[{}, {}, {}, {}, {}]",y,2020-05-11,9999-12-31
660,NLTK,793,222,2019-01-31,NaN,"[{}, {}, {}, {}, {}]",y,2019-01-31,9999-12-31
661,Android,620,131,2018-03-08,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,"[{}, {}, {}, {}]",y,2018-03-08,9999-12-31
662,TSYS,522,220,2022-04-18,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,"[{}, {}, {}, {}]",y,2022-04-18,9999-12-31
663,Norwegian,280,80,2020-06-28,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,"[{}, {}, {}, {}, {}]",y,2020-06-28,9999-12-31
664,Literacy,737,178,2020-09-08,NaN,[{}],y,2020-09-08,9999-12-31
665,Land Development,816,134,2020-05-27,NaN,[{}],y,2020-05-27,9999-12-31
666,Watercolor Illustration,977,84,2020-07-23,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam,"[{}, {}, {}]",y,2020-07-23,9999-12-31
667,NaN,904,89,2019-04-13,posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi,"[{}, {}, {}, {}]",y,2019-04-13,9999-12-31
668,UAG,803,43,2021-04-04,NaN,"[{}, {}]",y,2021-04-04,9999-12-31
669,Cross-border Transactions,758,78,2020-03-25,a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,"[{}, {}, {}, {}, {}]",y,2020-03-25,9999-12-31
670,NaN,423,197,2021-02-07,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,"[{}, {}]",y,2021-02-07,9999-12-31
671,Xpress,265,59,2022-06-17,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,[],y,2022-06-17,9999-12-31
672,Watercolor Illustration,584,181,2019-01-23,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,"[{}, {}, {}]",y,2019-01-23,9999-12-31
673,MBAL,438,31,2018-01-11,eget orci vehicula condimentum curabitur in libero ut massa volutpat,"[{}, {}, {}, {}, {}]",y,2018-01-11,9999-12-31
674,KYC,243,45,2020-12-21,nibh ligula nec sem duis aliquam convallis nunc proin at,"[{}, {}]",y,2020-12-21,9999-12-31
675,10 Key,971,227,2021-10-03,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,[{}],y,2021-10-03,9999-12-31
676,UV coating,638,39,2019-04-09,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,[],y,2019-04-09,9999-12-31
677,FCAW,128,238,2020-01-26,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,"[{}, {}]",y,2020-01-26,9999-12-31
678,DSE Assessments,616,146,2020-11-17,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,"[{}, {}]",y,2020-11-17,9999-12-31
679,PGW,548,61,2020-01-24,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,"[{}, {}, {}]",y,2020-01-24,9999-12-31
680,NaN,53,21,2018-02-22,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,[{}],y,2018-02-22,9999-12-31
681,Medicine,388,173,2020-07-15,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,[],y,2020-07-15,9999-12-31
682,Alternative Energy,725,82,2018-05-25,NaN,[],y,2018-05-25,9999-12-31
683,Underwriting,475,74,2020-07-22,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,"[{}, {}, {}]",y,2020-07-22,9999-12-31
684,PK/PD,724,223,2021-08-11,quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,"[{}, {}, {}, {}, {}]",y,2021-08-11,9999-12-31
685,GCCS,284,167,2018-09-04,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id,"[{}, {}, {}, {}]",y,2018-09-04,9999-12-31
686,Mobile Communications,793,206,2019-04-01,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,[],y,2019-04-01,9999-12-31
687,Artistic Abilities,645,171,2022-08-16,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices,"[{}, {}, {}]",y,2022-08-16,9999-12-31
688,WLI,228,226,2021-11-14,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,[],y,2021-11-14,9999-12-31
689,NaN,453,157,2020-01-22,NaN,"[{}, {}, {}, {}]",y,2020-01-22,9999-12-31
690,Piano Education,984,141,2018-06-17,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,[],y,2018-06-17,9999-12-31
691,Image Editing,929,167,2022-03-24,sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,"[{}, {}]",y,2022-03-24,9999-12-31
692,NaN,787,123,2021-10-22,sit amet lobortis sapien sapien non mi integer ac neque duis,"[{}, {}, {}]",y,2021-10-22,9999-12-31
693,CBEST,788,72,2021-03-22,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,"[{}, {}, {}, {}, {}]",y,2021-03-22,9999-12-31
694,BMR,983,127,2021-01-03,faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,[],y,2021-01-03,9999-12-31
695,Media TV,184,217,2019-01-16,ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,"[{}, {}, {}]",y,2019-01-16,9999-12-31
696,NaN,522,146,2020-02-12,est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,"[{}, {}, {}]",y,2020-02-12,9999-12-31
