reviewid, userid, courseid, feedback, like_dislike, ranking_score, active, recbegindate, recenddate
662,6,990,eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat,f,5,y,2021-10-29,9999-12-31
663,738,124,posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,f,5,y,2021-10-14,9999-12-31
664,111,82,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,f,4,y,2021-10-09,9999-12-31
665,319,6,venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,t,5,y,2020-05-23,9999-12-31
666,983,382,felis fusce posuere felis sed lacus morbi sem mauris laoreet,f,1,y,2021-09-21,9999-12-31
667,784,67,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,t,3,y,2020-09-16,9999-12-31
668,301,963,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,t,1,y,2021-10-21,9999-12-31
669,580,831,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,t,2,y,2021-11-03,9999-12-31
670,997,710,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum,f,1,y,2020-08-27,9999-12-31
671,324,610,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor,f,2,y,2018-01-28,9999-12-31
672,741,966,ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,t,1,y,2020-11-21,9999-12-31
673,912,525,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,t,5,y,2019-12-16,9999-12-31
674,257,838,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,t,5,y,2019-03-09,9999-12-31
675,850,36,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit,t,4,y,2020-12-25,9999-12-31
676,485,69,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla,f,2,y,2018-11-18,9999-12-31
677,631,414,augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi,t,5,y,2019-02-27,9999-12-31
678,536,926,,f,,y,2020-12-11,9999-12-31
679,717,11,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,f,3,y,2020-04-24,9999-12-31
680,353,532,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim,t,5,y,2018-04-14,9999-12-31
681,397,478,felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,f,4,y,2021-12-27,9999-12-31
682,873,898,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer,t,3,y,2021-05-06,9999-12-31
683,124,195,,t,,y,2019-09-15,9999-12-31
684,758,651,placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,f,3,y,2021-09-03,9999-12-31
685,925,190,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo,t,5,y,2019-07-28,9999-12-31
686,275,502,nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,t,1,y,2018-12-09,9999-12-31
687,448,521,primis in faucibus orci luctus et ultrices posuere cubilia curae duis,t,2,y,2018-05-22,9999-12-31
688,349,815,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,t,5,y,2019-01-17,9999-12-31
689,401,456,lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,f,2,y,2021-05-01,9999-12-31
690,958,767,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,t,4,y,2021-01-12,9999-12-31
691,181,489,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,t,2,y,2022-04-06,9999-12-31
692,95,312,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,t,5,y,2021-05-01,9999-12-31
693,367,156,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae,f,4,y,2019-11-05,9999-12-31
694,798,344,ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla,f,3,y,2021-06-09,9999-12-31
695,994,991,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,f,1,y,2019-05-08,9999-12-31
696,607,304,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,t,1,y,2019-11-14,9999-12-31
697,366,973,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,f,4,y,2022-06-09,9999-12-31
698,86,638,sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,t,3,y,2022-01-03,9999-12-31
699,245,646,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus,t,5,y,2020-02-18,9999-12-31
700,333,382,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,t,5,y,2021-01-14,9999-12-31
701,416,708,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,f,5,y,2021-02-26,9999-12-31
702,833,599,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,t,4,y,2021-03-02,9999-12-31
703,668,222,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,t,5,y,2020-12-26,9999-12-31
704,510,782,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius,f,5,y,2018-03-21,9999-12-31
705,465,388,,f,,y,2022-01-29,9999-12-31
706,419,917,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,f,1,y,2019-11-22,9999-12-31
707,176,394,elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,t,4,y,2020-08-31,9999-12-31
708,758,174,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,f,1,y,2020-12-09,9999-12-31
709,861,725,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,f,2,y,2022-04-15,9999-12-31
710,495,946,vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,t,1,y,2020-11-19,9999-12-31
711,250,102,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,t,2,y,2021-12-16,9999-12-31
712,460,757,convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,f,1,y,2018-07-29,9999-12-31
713,422,424,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,t,1,y,2020-11-07,9999-12-31
714,982,283,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,t,1,y,2022-08-07,9999-12-31
715,122,144,venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,t,3,y,2018-10-04,9999-12-31
716,229,676,mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean,t,1,y,2020-12-01,9999-12-31
717,161,235,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,f,1,y,2021-01-28,9999-12-31
718,145,388,risus auctor sed tristique in tempus sit amet sem fusce,t,4,y,2019-08-06,9999-12-31
719,329,95,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,f,1,y,2018-06-12,9999-12-31
720,32,929,odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non,t,2,y,2019-01-12,9999-12-31
721,441,468,est risus auctor sed tristique in tempus sit amet sem,t,2,y,2019-01-22,9999-12-31
722,32,897,libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,t,1,y,2021-06-23,9999-12-31
723,227,9,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,f,4,y,2022-03-15,9999-12-31
724,943,449,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie,f,5,y,2018-11-23,9999-12-31
725,32,486,curabitur in libero ut massa volutpat convallis morbi odio odio,f,5,y,2018-08-02,9999-12-31
726,729,963,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci,f,1,y,2018-06-01,9999-12-31
727,467,403,et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec,f,3,y,2021-12-30,9999-12-31
728,95,796,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus,t,5,y,2020-03-25,9999-12-31
729,631,857,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in,f,1,y,2021-03-20,9999-12-31
730,100,157,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,t,2,y,2021-08-19,9999-12-31
731,512,280,sit amet cursus id turpis integer aliquet massa id lobortis,f,5,y,2019-04-18,9999-12-31
732,395,961,sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,f,1,y,2019-10-17,9999-12-31
733,400,847,,t,,y,2022-05-22,9999-12-31
734,776,142,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,t,2,y,2021-06-06,9999-12-31
735,477,541,sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,f,1,y,2019-06-29,9999-12-31
736,313,623,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,f,2,y,2019-01-19,9999-12-31
737,264,925,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,f,5,y,2020-03-19,9999-12-31
738,671,545,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,f,2,y,2020-12-26,9999-12-31
739,863,358,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam,t,2,y,2018-06-30,9999-12-31
740,90,134,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,t,3,y,2018-07-24,9999-12-31
741,189,995,arcu libero rutrum ac lobortis vel dapibus at diam nam,f,1,y,2018-04-28,9999-12-31
742,902,709,,f,,y,2020-01-27,9999-12-31
743,546,663,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,f,1,y,2018-07-25,9999-12-31
744,624,144,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim,f,5,y,2020-03-10,9999-12-31
745,775,624,lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum,f,2,y,2020-01-22,9999-12-31
746,124,178,,f,,y,2019-04-01,9999-12-31
747,518,755,,f,,y,2022-02-27,9999-12-31
748,244,921,vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,f,5,y,2021-04-08,9999-12-31
749,772,113,metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies,t,4,y,2020-04-20,9999-12-31
750,197,442,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,t,1,y,2020-07-14,9999-12-31
751,862,255,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique,f,4,y,2021-10-08,9999-12-31
752,871,514,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia,t,1,y,2020-09-03,9999-12-31
753,222,972,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi,t,3,y,2021-01-09,9999-12-31
754,566,593,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,f,5,y,2018-09-08,9999-12-31
755,414,879,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,t,1,y,2019-08-29,9999-12-31
756,67,711,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,f,5,y,2019-01-24,9999-12-31
757,942,847,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,t,5,y,2018-03-31,9999-12-31
758,649,339,porta volutpat erat quisque erat eros viverra eget congue eget,f,4,y,2019-03-12,9999-12-31
759,59,492,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh,t,4,y,2020-10-27,9999-12-31
760,457,812,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,t,1,y,2019-01-12,9999-12-31
761,931,807,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,f,5,y,2022-05-13,9999-12-31
762,877,71,ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,f,2,y,2021-09-22,9999-12-31
763,443,775,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla,f,3,y,2020-04-14,9999-12-31
764,415,48,eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,f,1,y,2021-10-10,9999-12-31
765,448,244,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,t,4,y,2021-04-22,9999-12-31
766,656,668,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,f,4,y,2019-06-23,9999-12-31
767,970,49,aliquam non mauris morbi non lectus aliquam sit amet diam in,f,5,y,2019-05-29,9999-12-31
768,776,989,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,t,2,y,2021-11-12,9999-12-31
769,757,124,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in,f,1,y,2020-07-09,9999-12-31
770,418,81,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat,f,4,y,2021-08-16,9999-12-31
771,97,379,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio,t,1,y,2020-01-09,9999-12-31
772,317,217,,t,,y,2021-01-24,9999-12-31
773,795,949,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,t,2,y,2020-12-14,9999-12-31
774,743,610,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,t,2,y,2021-12-16,9999-12-31
775,771,292,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor,t,1,y,2019-02-18,9999-12-31
776,143,318,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse,t,3,y,2019-03-23,9999-12-31
777,586,975,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,f,3,y,2019-07-18,9999-12-31
778,606,987,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,t,5,y,2020-01-23,9999-12-31
779,815,972,,t,,y,2021-11-11,9999-12-31
780,397,163,metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,t,5,y,2019-09-23,9999-12-31
781,978,712,nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,f,1,y,2022-05-02,9999-12-31
782,102,529,in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus,t,1,y,2018-01-05,9999-12-31
783,918,459,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,f,2,y,2020-04-17,9999-12-31
784,89,185,fermentum donec ut mauris eget massa tempor convallis nulla neque libero,f,2,y,2021-12-15,9999-12-31
785,280,643,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,t,5,y,2019-06-02,9999-12-31
786,484,596,rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,t,1,y,2021-07-18,9999-12-31
787,233,859,,t,,y,2020-09-05,9999-12-31
788,329,429,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus,t,4,y,2021-08-14,9999-12-31
789,664,130,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,t,1,y,2019-11-19,9999-12-31
790,315,500,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,f,1,y,2019-12-30,9999-12-31
791,895,627,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,f,4,y,2021-01-06,9999-12-31
792,868,968,non sodales sed tincidunt eu felis fusce posuere felis sed,f,2,y,2021-08-19,9999-12-31
793,315,389,orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,t,4,y,2018-06-14,9999-12-31
794,206,547,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,t,2,y,2018-07-15,9999-12-31
795,274,778,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,t,4,y,2018-02-22,9999-12-31
796,148,795,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,f,5,y,2021-09-24,9999-12-31
797,566,795,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,t,5,y,2021-10-09,9999-12-31
798,733,321,praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,f,2,y,2021-03-18,9999-12-31
799,962,722,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,t,1,y,2019-08-07,9999-12-31
800,52,188,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,f,1,y,2018-05-14,9999-12-31
801,36,960,non lectus aliquam sit amet diam in magna bibendum imperdiet,t,4,y,2021-01-29,9999-12-31
802,484,41,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,t,2,y,2020-04-27,9999-12-31
803,955,881,suspendisse potenti in eleifend quam a odio in hac habitasse platea,f,1,y,2018-06-01,9999-12-31
804,416,311,,t,,y,2018-07-22,9999-12-31
805,619,419,,t,,y,2021-08-01,9999-12-31
806,476,7,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,t,2,y,2018-01-08,9999-12-31
807,517,591,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,t,2,y,2020-07-18,9999-12-31
808,805,652,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt,t,3,y,2022-01-02,9999-12-31
809,139,526,libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,f,5,y,2022-07-24,9999-12-31
810,301,891,iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,t,5,y,2019-12-21,9999-12-31
811,978,617,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,t,1,y,2021-09-17,9999-12-31
812,593,432,elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque,t,5,y,2021-06-30,9999-12-31
813,722,297,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,t,1,y,2021-02-28,9999-12-31
814,510,752,justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate,t,1,y,2019-08-03,9999-12-31
815,309,22,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus,f,3,y,2019-03-30,9999-12-31
816,759,975,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,f,1,y,2018-04-30,9999-12-31
817,340,73,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,f,4,y,2021-05-01,9999-12-31
818,638,488,,f,,y,2019-06-05,9999-12-31
819,113,195,quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst,f,3,y,2018-05-14,9999-12-31
820,918,582,sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,t,4,y,2021-07-08,9999-12-31
821,262,379,lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit,f,3,y,2020-10-27,9999-12-31
822,325,211,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis,t,1,y,2021-04-29,9999-12-31
823,400,751,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,t,3,y,2018-12-29,9999-12-31
824,209,237,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,t,5,y,2021-06-16,9999-12-31
825,203,815,non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,f,1,y,2021-02-05,9999-12-31
826,778,211,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,f,2,y,2018-06-28,9999-12-31
827,970,166,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,t,2,y,2019-12-29,9999-12-31
828,733,676,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse,f,2,y,2021-09-21,9999-12-31
829,636,989,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,f,4,y,2019-03-18,9999-12-31
830,191,905,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget,t,3,y,2020-04-14,9999-12-31
831,820,161,rutrum ac lobortis vel dapibus at diam nam tristique tortor,f,5,y,2021-01-10,9999-12-31
832,756,716,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,f,1,y,2021-11-12,9999-12-31
833,662,979,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,t,5,y,2020-06-21,9999-12-31
834,864,812,eu massa donec dapibus duis at velit eu est congue,t,5,y,2022-03-11,9999-12-31
835,13,318,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,t,2,y,2022-06-01,9999-12-31
836,800,216,non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,t,2,y,2022-07-15,9999-12-31
837,74,71,et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,t,3,y,2019-01-03,9999-12-31
838,740,682,lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,f,4,y,2022-07-14,9999-12-31
839,269,40,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,f,3,y,2018-02-18,9999-12-31
840,531,371,,f,,y,2020-12-07,9999-12-31
841,322,540,tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,f,1,y,2021-03-09,9999-12-31
842,452,138,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,t,2,y,2022-05-01,9999-12-31
843,906,787,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,t,1,y,2018-02-28,9999-12-31
844,198,395,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,t,3,y,2019-11-30,9999-12-31
845,263,538,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,t,4,y,2019-11-02,9999-12-31
846,590,128,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,t,5,y,2019-11-14,9999-12-31
847,491,615,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,f,4,y,2018-07-30,9999-12-31
848,865,565,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,f,4,y,2019-11-02,9999-12-31
849,246,35,pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,t,5,y,2021-02-12,9999-12-31
850,857,104,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,f,2,y,2021-08-17,9999-12-31
851,893,44,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris,t,3,y,2019-02-07,9999-12-31
852,441,282,ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,f,1,y,2020-01-23,9999-12-31
853,131,147,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,t,1,y,2021-10-22,9999-12-31
854,325,35,pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,t,1,y,2022-01-06,9999-12-31
855,151,263,natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,f,3,y,2020-09-24,9999-12-31
856,350,782,luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam,t,3,y,2018-10-22,9999-12-31
857,460,287,non mi integer ac neque duis bibendum morbi non quam,f,1,y,2018-12-25,9999-12-31
858,14,297,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,f,3,y,2022-08-05,9999-12-31
859,202,469,,t,,y,2019-11-13,9999-12-31
860,782,434,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,f,4,y,2018-12-28,9999-12-31
861,477,34,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,f,4,y,2022-05-29,9999-12-31
862,310,453,,t,,y,2021-02-06,9999-12-31
863,384,950,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,t,4,y,2019-12-04,9999-12-31
864,230,571,cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,f,5,y,2020-01-08,9999-12-31
865,810,512,molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula,t,1,y,2020-08-13,9999-12-31
866,374,929,fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,t,5,y,2021-07-12,9999-12-31
867,610,47,mauris vulputate elementum nullam varius nulla facilisi cras non velit,t,2,y,2019-07-18,9999-12-31
868,978,583,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,t,3,y,2020-11-20,9999-12-31
869,100,376,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,f,4,y,2019-04-05,9999-12-31
870,956,76,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,f,5,y,2020-01-24,9999-12-31
871,98,903,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl,f,2,y,2018-03-27,9999-12-31
872,676,412,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,t,1,y,2019-02-04,9999-12-31
873,636,377,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget,t,2,y,2019-03-22,9999-12-31
874,866,203,diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,t,5,y,2022-01-03,9999-12-31
875,471,611,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,t,1,y,2020-04-22,9999-12-31
876,699,507,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,f,5,y,2020-09-19,9999-12-31
