courseid,course_name,platformid,duration,creation_date,tags,photo,active,recbegindate,recenddate
578,Zoom,927,233,2020-11-28 00:00:00,ac diam cras pellentesque volutpat dui maecenas tristique est et,"[{}, {}, {}, {}]",y,2020-11-28,9999-12-31
579,HDCAM,457,217,2018-12-20 00:00:00,id sapien in sapien iaculis,"[{}, {}, {}, {}]",y,2018-12-20,9999-12-31
580,Glazing,207,44,2021-06-19 00:00:00,orci luctus et ultrices posuere,[{}],y,2021-06-19,9999-12-31
581,DC Operations,328,122,2020-02-16 00:00:00,ut erat id mauris vulputate elementum nullam varius nulla,"[{}, {}, {}, {}]",y,2020-02-16,9999-12-31
582,US GAAP,237,45,2019-07-20 00:00:00,in leo maecenas pulvinar lobortis,"[{}, {}]",y,2019-07-20,9999-12-31
583,US Tax,959,224,2020-09-16 00:00:00,aliquet massa id lobortis convallis tortor risus,"[{}, {}, {}, {}]",y,2020-09-16,9999-12-31
584,NaN,931,147,2022-01-05 00:00:00,in porttitor pede justo eu massa donec dapibus duis,"[{}, {}, {}, {}]",y,2022-01-05,9999-12-31
585,RC,824,151,2021-10-09 00:00:00,est congue elementum in hac habitasse platea dictumst morbi,"[{}, {}, {}]",y,2021-10-09,9999-12-31
586,Writing,472,197,2020-06-17 00:00:00,blandit nam nulla integer pede justo lacinia eget tincidunt,"[{}, {}, {}, {}]",y,2020-06-17,9999-12-31
587,Omegamon,789,206,2018-08-12 00:00:00,erat nulla tempus vivamus in,"[{}, {}, {}]",y,2018-08-12,9999-12-31
588,PGW,848,203,2021-01-05 00:00:00,turpis adipiscing lorem vitae mattis nibh ligula nec sem,"[{}, {}]",y,2021-01-05,9999-12-31
589,NaN,54,97,2021-04-15 00:00:00,rhoncus sed vestibulum sit amet cursus,"[{}, {}]",y,2021-04-15,9999-12-31
590,NaN,532,175,2019-02-04 00:00:00,id sapien in sapien iaculis congue vivamus,[],y,2019-02-04,9999-12-31
591,Construction,710,30,2020-11-20 00:00:00,blandit lacinia erat vestibulum sed magna at nunc commodo,[{}],y,2020-11-20,9999-12-31
592,HSR,655,97,2018-06-01 00:00:00,vel ipsum praesent blandit lacinia erat vestibulum sed,"[{}, {}, {}, {}, {}]",y,2018-06-01,9999-12-31
593,Luxury Lifestyle,722,200,2020-11-27 00:00:00,non mi integer ac neque duis,"[{}, {}, {}, {}, {}]",y,2020-11-27,9999-12-31
594,NaN,608,62,2020-10-13 00:00:00,eget elit sodales scelerisque mauris sit,"[{}, {}]",y,2020-10-13,9999-12-31
595,SSH Client,833,40,2019-04-04 00:00:00,justo in hac habitasse platea dictumst etiam faucibus,"[{}, {}, {}]",y,2019-04-04,9999-12-31
596,Online Communications,722,99,2018-11-10 00:00:00,ipsum primis in faucibus orci,[],y,2018-11-10,9999-12-31
597,WordPress,63,108,2021-08-04 00:00:00,vulputate luctus cum sociis natoque penatibus et,"[{}, {}, {}]",y,2021-08-04,9999-12-31
598,Spring DM,402,80,2020-07-21 00:00:00,luctus ultricies eu nibh quisque id justo sit amet sapien,"[{}, {}, {}, {}, {}]",y,2020-07-21,9999-12-31
599,RFID,138,41,2018-02-02 00:00:00,odio justo sollicitudin ut suscipit a feugiat,[],y,2018-02-02,9999-12-31
600,GDS,405,209,2021-02-10 00:00:00,vulputate nonummy maecenas tincidunt lacus at velit vivamus,[{}],y,2021-02-10,9999-12-31
601,Driven By Results,522,74,2019-01-29 00:00:00,erat tortor sollicitudin mi sit amet lobortis,"[{}, {}]",y,2019-01-29,9999-12-31
602,Custom CMS Development,614,46,2019-05-01 00:00:00,tortor id nulla ultrices aliquet maecenas,[],y,2019-05-01,9999-12-31
603,HR Software,515,231,2020-06-15 00:00:00,risus praesent lectus vestibulum quam sapien varius ut,"[{}, {}, {}, {}, {}]",y,2020-06-15,9999-12-31
604,IP PBX,814,140,2021-11-14 00:00:00,volutpat in congue etiam justo etiam pretium,[{}],y,2021-11-14,9999-12-31
605,SSPS,584,91,2020-04-15 00:00:00,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,"[{}, {}, {}]",y,2020-04-15,9999-12-31
606,Pain Management,410,167,2021-05-28 00:00:00,pellentesque quisque porta volutpat erat quisque,"[{}, {}, {}]",y,2021-05-28,9999-12-31
607,NWDS,136,28,2021-03-29 00:00:00,sit amet justo morbi ut odio cras mi pede,"[{}, {}, {}]",y,2021-03-29,9999-12-31
608,RMP,362,230,2018-05-28 00:00:00,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,[{}],y,2018-05-28,9999-12-31
609,Airports,371,156,2020-01-12 00:00:00,quam pharetra magna ac consequat,[{}],y,2020-01-12,9999-12-31
610,Oil &amp; Gas,359,178,2022-04-18 00:00:00,porta volutpat erat quisque erat eros,"[{}, {}, {}, {}]",y,2022-04-18,9999-12-31
611,TSRM,250,239,2019-09-12 00:00:00,congue etiam justo etiam pretium iaculis justo,[{}],y,2019-09-12,9999-12-31
612,Xeriscaping,84,237,2018-12-14 00:00:00,morbi quis tortor id nulla ultrices aliquet,"[{}, {}, {}]",y,2018-12-14,9999-12-31
613,DTC,629,197,2022-08-28 00:00:00,integer non velit donec diam neque vestibulum eget vulputate ut,"[{}, {}, {}, {}, {}]",y,2022-08-28,9999-12-31
614,User Scenarios,212,198,2018-01-08 00:00:00,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit,"[{}, {}, {}, {}]",y,2018-01-08,9999-12-31
615,IEEE,761,95,2021-06-18 00:00:00,commodo placerat praesent blandit nam nulla integer,[{}],y,2021-06-18,9999-12-31
616,Generators,288,220,2019-04-01 00:00:00,ac lobortis vel dapibus at,"[{}, {}, {}, {}, {}]",y,2019-04-01,9999-12-31
617,ISO 22000,434,129,2018-11-14 00:00:00,cursus urna ut tellus nulla ut erat id,"[{}, {}]",y,2018-11-14,9999-12-31
618,Gel Electrophoresis,34,116,2021-11-25 00:00:00,eget eros elementum pellentesque quisque porta volutpat erat quisque erat,"[{}, {}, {}, {}]",y,2021-11-25,9999-12-31
619,Solvency II,738,146,2018-08-10 00:00:00,vitae mattis nibh ligula nec sem,[],y,2018-08-10,9999-12-31
620,WLI,362,174,2019-04-01 00:00:00,in hac habitasse platea dictumst maecenas ut massa quis augue,"[{}, {}, {}]",y,2019-04-01,9999-12-31
621,OAS,662,203,2021-03-21 00:00:00,in quam fringilla rhoncus mauris enim,[{}],y,2021-03-21,9999-12-31
622,IBM XIV,286,159,2021-04-08 00:00:00,consectetuer eget rutrum at lorem integer,"[{}, {}]",y,2021-04-08,9999-12-31
623,NaN,984,128,2018-05-20 00:00:00,lacinia eget tincidunt eget tempus,"[{}, {}, {}, {}]",y,2018-05-20,9999-12-31
624,CVIS,271,117,2020-04-28 00:00:00,nisi eu orci mauris lacinia sapien,"[{}, {}, {}]",y,2020-04-28,9999-12-31
625,NaN,254,191,2018-01-28 00:00:00,vel enim sit amet nunc,"[{}, {}]",y,2018-01-28,9999-12-31
626,LTACH,438,194,2019-06-03 00:00:00,nulla suspendisse potenti cras in purus eu magna vulputate luctus,[],y,2019-06-03,9999-12-31
627,Blue Ocean Strategy,203,58,2018-05-12 00:00:00,molestie lorem quisque ut erat,"[{}, {}, {}, {}, {}]",y,2018-05-12,9999-12-31
628,NaN,349,40,2021-01-22 00:00:00,a pede posuere nonummy integer non velit donec,[{}],y,2021-01-22,9999-12-31
629,Ksh,617,213,2021-03-07 00:00:00,vivamus vel nulla eget eros elementum pellentesque,[{}],y,2021-03-07,9999-12-31
630,SharePoint Server,591,163,2022-01-21 00:00:00,duis consequat dui nec nisi volutpat eleifend donec,[{}],y,2022-01-21,9999-12-31
631,XHTML,318,126,2021-09-17 00:00:00,venenatis turpis enim blandit mi in porttitor,[{}],y,2021-09-17,9999-12-31
632,HMDA,939,212,2019-03-08 00:00:00,posuere cubilia curae duis faucibus accumsan odio curabitur,"[{}, {}, {}]",y,2019-03-08,9999-12-31
633,Eastern Europe,750,105,2019-04-26 00:00:00,in quam fringilla rhoncus mauris,"[{}, {}, {}, {}]",y,2019-04-26,9999-12-31
634,JDK,568,27,2022-07-28 00:00:00,fusce lacus purus aliquet at feugiat non,"[{}, {}, {}, {}]",y,2022-07-28,9999-12-31
635,Accounts Receivable,82,137,2019-09-24 00:00:00,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,"[{}, {}, {}]",y,2019-09-24,9999-12-31
636,Database Administration,373,152,2018-01-27 00:00:00,faucibus orci luctus et ultrices,"[{}, {}, {}]",y,2018-01-27,9999-12-31
637,NaN,49,228,2021-10-09 00:00:00,placerat praesent blandit nam nulla integer,"[{}, {}]",y,2021-10-09,9999-12-31
638,HLASM,392,230,2021-04-11 00:00:00,viverra eget congue eget semper rutrum,[{}],y,2021-04-11,9999-12-31
639,Routing,720,72,2018-12-17 00:00:00,arcu sed augue aliquam erat volutpat,"[{}, {}, {}]",y,2018-12-17,9999-12-31
640,In-situ Chemical Oxidation,523,111,2019-07-08 00:00:00,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,[{}],y,2019-07-08,9999-12-31
641,NaN,98,66,2018-10-22 00:00:00,donec quis orci eget orci vehicula condimentum curabitur,[],y,2018-10-22,9999-12-31
642,VMware vSphere,350,200,2022-04-20 00:00:00,posuere cubilia curae duis faucibus accumsan odio,"[{}, {}, {}, {}]",y,2022-04-20,9999-12-31
643,NaN,557,85,2021-10-02 00:00:00,cras pellentesque volutpat dui maecenas tristique est et tempus semper,[{}],y,2021-10-02,9999-12-31
644,Embedded Linux,501,129,2020-10-24 00:00:00,tortor quis turpis sed ante,"[{}, {}, {}]",y,2020-10-24,9999-12-31
645,PSpice,13,54,2019-04-29 00:00:00,pede malesuada in imperdiet et commodo vulputate,"[{}, {}, {}, {}, {}]",y,2019-04-29,9999-12-31
646,Control Systems Design,242,26,2020-10-08 00:00:00,aliquam erat volutpat in congue etiam,"[{}, {}]",y,2020-10-08,9999-12-31
647,IBM iSeries,294,157,2018-04-07 00:00:00,ipsum ac tellus semper interdum mauris ullamcorper,"[{}, {}, {}, {}, {}]",y,2018-04-07,9999-12-31
648,SRTP,628,129,2019-10-27 00:00:00,ut suscipit a feugiat et eros vestibulum ac,"[{}, {}, {}, {}]",y,2019-10-27,9999-12-31
649,RIS,723,72,2020-02-02 00:00:00,primis in faucibus orci luctus et,"[{}, {}, {}, {}, {}]",y,2020-02-02,9999-12-31
650,NMock,539,106,2019-01-07 00:00:00,in faucibus orci luctus et ultrices posuere cubilia,[{}],y,2019-01-07,9999-12-31
651,Field Work,66,159,2021-12-12 00:00:00,pulvinar sed nisl nunc rhoncus dui,[{}],y,2021-12-12,9999-12-31
652,MSN AdCenter,735,61,2020-07-25 00:00:00,at turpis a pede posuere nonummy integer non velit donec,"[{}, {}, {}, {}, {}]",y,2020-07-25,9999-12-31
653,NaN,900,32,2022-05-02 00:00:00,quis tortor id nulla ultrices aliquet maecenas leo odio,[],y,2022-05-02,9999-12-31
654,Zebra,964,128,2021-10-02 00:00:00,volutpat quam pede lobortis ligula sit amet eleifend,"[{}, {}, {}, {}, {}]",y,2021-10-02,9999-12-31
655,Sarbanes-Oxley Act,988,39,2020-10-24 00:00:00,massa id nisl venenatis lacinia aenean sit,"[{}, {}, {}, {}]",y,2020-10-24,9999-12-31
656,SAP-SD,8,160,2020-05-03 00:00:00,neque duis bibendum morbi non quam nec dui luctus,[{}],y,2020-05-03,9999-12-31
657,CGEIT,633,49,2020-12-08 00:00:00,nec sem duis aliquam convallis,"[{}, {}, {}]",y,2020-12-08,9999-12-31
658,Kitchen &amp; Bath Design,278,133,2018-01-07 00:00:00,lacus purus aliquet at feugiat,"[{}, {}, {}, {}]",y,2018-01-07,9999-12-31
659,MSP Practitioner,72,145,2018-04-06 00:00:00,ultrices libero non mattis pulvinar nulla pede ullamcorper augue,"[{}, {}, {}, {}]",y,2018-04-06,9999-12-31
660,NMock,126,78,2020-08-03 00:00:00,nullam porttitor lacus at turpis donec posuere metus vitae ipsum,[],y,2020-08-03,9999-12-31
661,Land Development,116,32,2022-02-04 00:00:00,magnis dis parturient montes nascetur ridiculus mus etiam vel augue,"[{}, {}, {}, {}]",y,2022-02-04,9999-12-31
662,SNAP,541,195,2022-07-10 00:00:00,felis donec semper sapien a libero nam dui proin,"[{}, {}, {}, {}, {}]",y,2022-07-10,9999-12-31
663,Bass Guitar,669,79,2022-08-18 00:00:00,maecenas tristique est et tempus semper est,"[{}, {}, {}]",y,2022-08-18,9999-12-31
664,PVS,537,146,2019-02-03 00:00:00,aliquam quis turpis eget elit sodales scelerisque mauris sit,"[{}, {}]",y,2019-02-03,9999-12-31
665,Unicenter TNG,813,203,2021-01-08 00:00:00,aliquam lacus morbi quis tortor,[],y,2021-01-08,9999-12-31
666,NaN,874,107,2020-02-19 00:00:00,libero convallis eget eleifend luctus ultricies eu,[],y,2020-02-19,9999-12-31
667,FWSM,289,171,2019-12-05 00:00:00,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien,"[{}, {}]",y,2019-12-05,9999-12-31
668,IIA Standards,552,212,2018-10-11 00:00:00,erat curabitur gravida nisi at nibh in hac habitasse platea,"[{}, {}, {}]",y,2018-10-11,9999-12-31
669,WPC,847,235,2019-05-18 00:00:00,eu sapien cursus vestibulum proin eu mi nulla ac,[],y,2019-05-18,9999-12-31
670,HMI Configuration,638,130,2019-02-04 00:00:00,massa id lobortis convallis tortor,"[{}, {}, {}, {}, {}]",y,2019-02-04,9999-12-31
671,Airports,855,217,2020-03-06 00:00:00,quis turpis eget elit sodales scelerisque mauris,[{}],y,2020-03-06,9999-12-31
672,NCPDP,121,93,2020-12-27 00:00:00,nisi at nibh in hac habitasse platea dictumst,"[{}, {}, {}]",y,2020-12-27,9999-12-31
673,MDT,152,145,2020-09-23 00:00:00,nulla sed accumsan felis ut at,"[{}, {}, {}, {}, {}]",y,2020-09-23,9999-12-31
674,VSA,15,78,2021-12-08 00:00:00,dapibus nulla suscipit ligula in lacus curabitur at ipsum,"[{}, {}, {}]",y,2021-12-08,9999-12-31
675,MPEG Streamclip,975,221,2022-01-11 00:00:00,ac neque duis bibendum morbi non quam,"[{}, {}, {}]",y,2022-01-11,9999-12-31
676,NaN,595,115,2018-01-10 00:00:00,nec dui luctus rutrum nulla tellus in sagittis,"[{}, {}, {}, {}]",y,2018-01-10,9999-12-31
677,Equity Valuation,614,198,2019-04-18 00:00:00,lorem quisque ut erat curabitur gravida nisi at,"[{}, {}]",y,2019-04-18,9999-12-31
678,Job Descriptions,767,201,2020-11-25 00:00:00,aliquet massa id lobortis convallis tortor risus,"[{}, {}]",y,2020-11-25,9999-12-31
679,Yard Management,843,84,2021-06-14 00:00:00,dignissim vestibulum vestibulum ante ipsum primis in faucibus,"[{}, {}, {}, {}, {}]",y,2021-06-14,9999-12-31
680,SRX,784,79,2020-12-09 00:00:00,in consequat ut nulla sed accumsan felis,"[{}, {}, {}]",y,2020-12-09,9999-12-31
681,PDMS Design,309,213,2021-03-02 00:00:00,dis parturient montes nascetur ridiculus mus etiam vel augue,"[{}, {}, {}, {}, {}]",y,2021-03-02,9999-12-31
682,Pygame,14,94,2018-12-26 00:00:00,orci luctus et ultrices posuere cubilia,"[{}, {}, {}]",y,2018-12-26,9999-12-31
683,Audio Engineering,33,202,2021-04-08 00:00:00,sollicitudin ut suscipit a feugiat et eros,[],y,2021-04-08,9999-12-31
684,Kinetics,462,76,2019-03-24 00:00:00,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,[{}],y,2019-03-24,9999-12-31
685,MPBN,185,210,2019-05-05 00:00:00,vestibulum vestibulum ante ipsum primis in faucibus orci luctus,[{}],y,2019-05-05,9999-12-31
686,Customer Follow-up,247,61,2022-07-04 00:00:00,amet consectetuer adipiscing elit proin interdum mauris non ligula,"[{}, {}]",y,2022-07-04,9999-12-31
687,Policy,446,49,2019-08-02 00:00:00,enim sit amet nunc viverra dapibus nulla suscipit,"[{}, {}, {}, {}]",y,2019-08-02,9999-12-31
688,OAB,564,208,2021-12-17 00:00:00,vulputate justo in blandit ultrices enim,"[{}, {}, {}, {}]",y,2021-12-17,9999-12-31
689,Multi-Unit,436,201,2019-08-28 00:00:00,in lacus curabitur at ipsum ac tellus,"[{}, {}]",y,2019-08-28,9999-12-31
690,PMB,348,185,2022-03-02 00:00:00,et commodo vulputate justo in blandit ultrices,[{}],y,2022-03-02,9999-12-31
691,Design Thinking,948,95,2018-01-23 00:00:00,eget tempus vel pede morbi porttitor lorem,"[{}, {}, {}, {}, {}]",y,2018-01-23,9999-12-31
692,NaN,956,163,2022-07-29 00:00:00,mattis odio donec vitae nisi nam,"[{}, {}, {}, {}]",y,2022-07-29,9999-12-31
693,NaN,453,230,2021-02-20 00:00:00,nisi at nibh in hac habitasse platea,"[{}, {}]",y,2021-02-20,9999-12-31
694,Glass,555,45,2022-02-05 00:00:00,convallis duis consequat dui nec nisi,[],y,2022-02-05,9999-12-31
695,Key Account Management,345,220,2019-06-07 00:00:00,elementum eu interdum eu tincidunt in leo maecenas,[{}],y,2019-06-07,9999-12-31
696,JFreeChart,329,48,2018-04-09 00:00:00,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,"[{}, {}, {}, {}, {}]",y,2018-04-09,9999-12-31
697,FP,343,132,2020-09-14 00:00:00,vel nulla eget eros elementum,"[{}, {}, {}, {}]",y,2020-09-14,9999-12-31
698,BPWin,927,148,2020-08-22 00:00:00,eget rutrum at lorem integer,"[{}, {}, {}, {}]",y,2020-08-22,9999-12-31
699,Union Avoidance,728,211,2022-02-06 00:00:00,nibh ligula nec sem duis aliquam,[{}],y,2022-02-06,9999-12-31
700,NaN,778,95,2019-06-15 00:00:00,orci luctus et ultrices posuere cubilia curae duis faucibus,"[{}, {}, {}, {}, {}]",y,2019-06-15,9999-12-31
701,iHotelier,582,119,2022-05-22 00:00:00,amet justo morbi ut odio,"[{}, {}, {}]",y,2022-05-22,9999-12-31
702,Pyrosequencing,282,225,2020-08-11 00:00:00,a suscipit nulla elit ac nulla sed,"[{}, {}, {}]",y,2020-08-11,9999-12-31
703,CTRS,589,71,2021-08-04 00:00:00,accumsan tortor quis turpis sed ante,"[{}, {}, {}, {}, {}]",y,2021-08-04,9999-12-31
704,Btrieve,783,65,2021-10-04 00:00:00,commodo vulputate justo in blandit ultrices enim lorem,"[{}, {}, {}, {}, {}]",y,2021-10-04,9999-12-31
705,VB.NET,479,141,2021-02-14 00:00:00,eu nibh quisque id justo sit amet sapien,"[{}, {}, {}, {}, {}]",y,2021-02-14,9999-12-31
706,PDP,933,165,2019-11-16 00:00:00,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,"[{}, {}]",y,2019-11-16,9999-12-31
707,IEC 61508,87,153,2018-08-08 00:00:00,at velit eu est congue,"[{}, {}, {}]",y,2018-08-08,9999-12-31
708,SWOT analysis,419,236,2022-03-20 00:00:00,orci luctus et ultrices posuere cubilia curae mauris viverra diam,[{}],y,2022-03-20,9999-12-31
709,SRDF,545,94,2018-12-21 00:00:00,nulla sed vel enim sit amet nunc,[{}],y,2018-12-21,9999-12-31
710,Quantitative Analytics,375,41,2021-09-01 00:00:00,vivamus tortor duis mattis egestas metus aenean,"[{}, {}]",y,2021-09-01,9999-12-31
711,Jigs,971,200,2020-04-28 00:00:00,eros elementum pellentesque quisque porta volutpat,"[{}, {}, {}]",y,2020-04-28,9999-12-31
712,GFAAS,183,165,2022-05-04 00:00:00,elit proin interdum mauris non,"[{}, {}]",y,2022-05-04,9999-12-31
713,IAX,783,196,2021-01-03 00:00:00,erat id mauris vulputate elementum nullam varius nulla facilisi cras,"[{}, {}]",y,2021-01-03,9999-12-31
714,Environmental Policy,983,230,2021-01-01 00:00:00,nulla integer pede justo lacinia eget tincidunt eget tempus,[],y,2021-01-01,9999-12-31
715,IELTS,504,41,2019-11-10 00:00:00,posuere cubilia curae mauris viverra diam vitae,"[{}, {}, {}, {}]",y,2019-11-10,9999-12-31
716,JNDI,61,34,2020-04-24 00:00:00,platea dictumst morbi vestibulum velit,[],y,2020-04-24,9999-12-31
717,DVD Studio Pro,851,51,2021-07-18 00:00:00,volutpat in congue etiam justo etiam pretium iaculis,"[{}, {}]",y,2021-07-18,9999-12-31
718,MTA,751,150,2021-09-07 00:00:00,lacus curabitur at ipsum ac,"[{}, {}, {}, {}]",y,2021-09-07,9999-12-31
719,HTTPWatch,353,96,2022-08-10 00:00:00,mauris viverra diam vitae quam suspendisse potenti nullam porttitor,"[{}, {}, {}, {}]",y,2022-08-10,9999-12-31
720,IFE,55,41,2018-03-30 00:00:00,metus aenean fermentum donec ut mauris,"[{}, {}]",y,2018-03-30,9999-12-31
721,Fashion Design,319,172,2019-05-01 00:00:00,amet eleifend pede libero quis orci nullam,"[{}, {}, {}, {}, {}]",y,2019-05-01,9999-12-31
722,CFOs,819,216,2019-11-03 00:00:00,duis at velit eu est,"[{}, {}, {}, {}]",y,2019-11-03,9999-12-31
723,SAP Business ByDesign,498,170,2018-11-25 00:00:00,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,"[{}, {}, {}, {}, {}]",y,2018-11-25,9999-12-31
724,XML Programming,713,214,2019-11-17 00:00:00,sodales scelerisque mauris sit amet eros suspendisse accumsan,"[{}, {}]",y,2019-11-17,9999-12-31
725,Foreign Policy,189,155,2022-03-05 00:00:00,mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,"[{}, {}, {}]",y,2022-03-05,9999-12-31
726,FX Options,455,205,2021-07-21 00:00:00,accumsan odio curabitur convallis duis consequat dui nec,[],y,2021-07-21,9999-12-31
727,NaN,526,229,2019-03-13 00:00:00,pede posuere nonummy integer non velit donec diam neque vestibulum,[],y,2019-03-13,9999-12-31
728,Online Journalism,161,100,2021-10-22 00:00:00,pharetra magna ac consequat metus sapien ut,"[{}, {}]",y,2021-10-22,9999-12-31
729,NaN,482,195,2018-07-23 00:00:00,ac lobortis vel dapibus at diam nam tristique tortor,[],y,2018-07-23,9999-12-31
730,IBM iSeries,748,55,2021-12-02 00:00:00,amet cursus id turpis integer,[],y,2021-12-02,9999-12-31
731,Kundalini Yoga,347,148,2021-07-01 00:00:00,orci eget orci vehicula condimentum curabitur in,[],y,2021-07-01,9999-12-31
732,PS3,275,104,2020-02-04 00:00:00,suscipit a feugiat et eros vestibulum ac est lacinia,"[{}, {}, {}, {}]",y,2020-02-04,9999-12-31
733,Cardiac MRI,109,138,2018-03-12 00:00:00,at turpis donec posuere metus vitae ipsum,"[{}, {}, {}, {}, {}]",y,2018-03-12,9999-12-31
734,GCP,599,143,2018-02-22 00:00:00,congue diam id ornare imperdiet,"[{}, {}, {}, {}, {}]",y,2018-02-22,9999-12-31
735,Switchgear,625,211,2019-05-07 00:00:00,porttitor pede justo eu massa donec dapibus duis at velit,"[{}, {}]",y,2019-05-07,9999-12-31
736,DBI,74,209,2021-05-12 00:00:00,nisi eu orci mauris lacinia sapien quis libero,"[{}, {}, {}, {}, {}]",y,2021-05-12,9999-12-31
737,Earth Science,393,54,2022-01-16 00:00:00,a feugiat et eros vestibulum ac,[{}],y,2022-01-16,9999-12-31
738,Glass,176,189,2018-04-05 00:00:00,aliquet at feugiat non pretium quis lectus suspendisse,"[{}, {}, {}, {}]",y,2018-04-05,9999-12-31
739,Fortran,133,34,2019-04-17 00:00:00,nisl duis ac nibh fusce lacus purus aliquet at feugiat,[{}],y,2019-04-17,9999-12-31
740,FQL,224,154,2021-11-23 00:00:00,venenatis tristique fusce congue diam id ornare imperdiet sapien,"[{}, {}]",y,2021-11-23,9999-12-31
741,OmniPage,464,156,2021-05-03 00:00:00,morbi non lectus aliquam sit amet diam in magna,"[{}, {}, {}, {}]",y,2021-05-03,9999-12-31
742,LCR,300,162,2022-04-08 00:00:00,quam a odio in hac habitasse platea,[],y,2022-04-08,9999-12-31
743,OSHA Certified,386,141,2020-07-16 00:00:00,duis consequat dui nec nisi,[{}],y,2020-07-16,9999-12-31
744,MBCI,101,128,2022-08-28 00:00:00,cursus vestibulum proin eu mi nulla ac enim in tempor,[{}],y,2022-08-28,9999-12-31
745,Special Events Coordination,743,76,2021-03-17 00:00:00,enim leo rhoncus sed vestibulum sit,"[{}, {}]",y,2021-03-17,9999-12-31
746,NLog,453,83,2020-08-01 00:00:00,ullamcorper purus sit amet nulla quisque arcu libero,"[{}, {}]",y,2020-08-01,9999-12-31
747,Google Adwords,142,101,2019-10-18 00:00:00,venenatis turpis enim blandit mi in,[],y,2019-10-18,9999-12-31
748,Sustainable Design,17,193,2020-02-28 00:00:00,quis orci eget orci vehicula condimentum curabitur in,"[{}, {}, {}, {}]",y,2020-02-28,9999-12-31
749,NaN,107,105,2019-12-27 00:00:00,nisi eu orci mauris lacinia sapien quis libero nullam sit,"[{}, {}]",y,2019-12-27,9999-12-31
750,Investment Banking,559,76,2022-02-09 00:00:00,praesent lectus vestibulum quam sapien varius ut blandit,"[{}, {}, {}, {}, {}]",y,2022-02-09,9999-12-31
751,SBT,936,46,2022-04-20 00:00:00,molestie sed justo pellentesque viverra pede ac diam,[{}],y,2022-04-20,9999-12-31
752,SDL Tridion,629,172,2018-05-26 00:00:00,sit amet diam in magna bibendum imperdiet,[],y,2018-05-26,9999-12-31
753,Registered Patent Attorney,943,59,2018-03-07 00:00:00,morbi vestibulum velit id pretium iaculis,"[{}, {}, {}]",y,2018-03-07,9999-12-31
754,NaN,266,121,2020-06-12 00:00:00,sit amet sem fusce consequat nulla,"[{}, {}]",y,2020-06-12,9999-12-31
755,Thin Films,124,236,2019-09-23 00:00:00,pulvinar nulla pede ullamcorper augue,[],y,2019-09-23,9999-12-31
756,Personal Development,877,72,2021-08-23 00:00:00,odio donec vitae nisi nam ultrices,"[{}, {}]",y,2021-08-23,9999-12-31
757,Myofascial,453,62,2018-10-26 00:00:00,accumsan odio curabitur convallis duis consequat dui,"[{}, {}, {}]",y,2018-10-26,9999-12-31
758,VRS,344,158,2020-08-14 00:00:00,commodo placerat praesent blandit nam nulla integer,"[{}, {}, {}]",y,2020-08-14,9999-12-31
759,Chronic Illness,9,140,2020-05-18 00:00:00,cras in purus eu magna,"[{}, {}, {}]",y,2020-05-18,9999-12-31
760,iWork,232,60,2021-01-13 00:00:00,nulla nunc purus phasellus in,[],y,2021-01-13,9999-12-31
761,DV,459,168,2018-09-28 00:00:00,rhoncus mauris enim leo rhoncus sed vestibulum sit amet,"[{}, {}]",y,2018-09-28,9999-12-31
762,Whole House Renovations,927,43,2020-05-06 00:00:00,neque sapien placerat ante nulla justo aliquam quis,[{}],y,2020-05-06,9999-12-31
763,Year-end Close,978,209,2021-08-31 00:00:00,eget elit sodales scelerisque mauris sit,"[{}, {}]",y,2021-08-31,9999-12-31
764,NaN,364,131,2021-06-01 00:00:00,cursus id turpis integer aliquet massa id lobortis convallis tortor,[],y,2021-06-01,9999-12-31
765,Freelance Writing,66,51,2022-08-19 00:00:00,augue luctus tincidunt nulla mollis,"[{}, {}, {}]",y,2022-08-19,9999-12-31
766,UED,508,104,2018-12-24 00:00:00,pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,[],y,2018-12-24,9999-12-31
767,GIS Modeling,362,73,2021-12-15 00:00:00,nullam molestie nibh in lectus pellentesque at nulla,"[{}, {}, {}, {}]",y,2021-12-15,9999-12-31
768,TMN,99,92,2022-02-10 00:00:00,accumsan felis ut at dolor,"[{}, {}, {}]",y,2022-02-10,9999-12-31
769,Microsoft Dynamics,770,204,2022-05-24 00:00:00,eu sapien cursus vestibulum proin eu mi nulla ac enim,[],y,2022-05-24,9999-12-31
770,Juniper JNCIA,848,169,2021-12-08 00:00:00,dis parturient montes nascetur ridiculus,[{}],y,2021-12-08,9999-12-31
